epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.019738633185625076,0.019614415243268013,0.3251879322333549,0.8916825155490272,0.44599843189724475,0.8163557030251651
2,0.03304993733763695,0.02116425521671772,0.5506908806307784,0.9364250881193334,0.5505952777961812,0.8430591923230403
3,0.011721412651240826,0.02773677371442318,0.6055742454929937,0.952426580428202,0.4966612027277214,0.8556789346488711
4,0.0059534828178584576,0.017301177605986595,0.6875233515597312,0.9644783794386509,0.5024868812893004,0.8097126374172432
5,0.01022043451666832,0.013439559377729893,0.7483188930571625,0.973629729135422,0.5734591675906574,0.8126288417808174
6,0.016422173008322716,0.004076744429767132,0.7762916149325074,0.9760981649577694,0.6005152838952731,0.8114781821428737
7,0.002752432134002447,0.018963906913995743,0.7788928656554829,0.977635078767432,0.6116893423899887,0.766136407978832
8,0.006825963035225868,0.01544398907572031,0.8061392090119615,0.9782138592369113,0.5993597030135587,0.788960439441041
9,0.0019825806375592947,0.0032055305782705545,0.8350874909419005,0.9809990581437533,0.5385621489836601,0.8168402602794345
10,0.027593154460191727,0.022663410753011703,0.8290375821987461,0.9804842141951937,0.5872121882064164,0.7575909408091057
11,0.007662199437618256,0.0033133807592093945,0.8570848711850972,0.981295610017452,0.6010878508461602,0.749523619522346
12,0.008690395392477512,0.01093103364109993,0.8367403610978823,0.9813075858206388,0.5507132371233315,0.7714278253798417
13,0.0053633712232112885,0.048961836844682693,0.8506032872485799,0.9814556573323446,0.6209941138465482,0.7720793300386997
14,0.0032792119309306145,0.05281222239136696,0.8742678243011524,0.9821679729580681,0.6375256260223425,0.8047236070169983
15,0.026208646595478058,0.018356092274188995,0.8781503238446747,0.979315216325208,0.6440559520619357,0.7938412545583111
16,0.008393443189561367,0.05049830302596092,0.8822017592117961,0.9827797644770201,0.6115351301267014,0.769157182690571
17,0.0068257758393883705,0.0023903234396129847,0.8931773529535622,0.9831207754992077,0.6608668036574327,0.7761898137677176
18,0.00301461573690176,0.0037535750307142735,0.9071247068224549,0.9832730574357694,0.6243392835763992,0.7682198417965717
19,0.002066564280539751,0.030643584206700325,0.9071608832642039,0.983611722138215,0.6562267724759276,0.7730271373221029
20,0.0016396096907556057,0.019606461748480797,0.9085854207586563,0.9836524701077711,0.6238113438380222,0.7420869187775823
21,0.005829677451401949,0.027517037466168404,0.9147563218757723,0.9838827663006925,0.5376406125810314,0.7995141428168732
22,0.08680650591850281,0.02405104599893093,0.8741392409152453,0.9824634289471366,0.6096078586666123,0.7377968797998227
23,0.016471683979034424,0.029660798609256744,0.8360327660903913,0.9807738722019556,0.5504260130294869,0.7579593961973232
24,0.021457945927977562,0.03607475757598877,0.7996357754198148,0.9781483258224056,0.37572224138002214,0.8245909868685211
25,0.005001813638955355,0.04467581585049629,0.7877405667935399,0.9796327875755148,0.46844802653158163,0.8267576163409278
26,0.007852116599678993,0.004096514079719782,0.8546428251715887,0.9806746935839281,0.5568810676316973,0.8068840889332677
27,0.0035781427286565304,0.00941544584929943,0.8825398469819001,0.9825992029572431,0.5791506998229585,0.7726999290241101
28,0.007017321418970823,0.011425499804317951,0.8882784627863465,0.9832482557704751,0.6141418396626974,0.7747048750271531
29,0.0022836991120129824,0.020582284778356552,0.8980992728804247,0.9836710428085856,0.6309408680268402,0.7789692223132367
30,0.0019359569996595383,0.008957876823842525,0.9096798517550979,0.9825200116092307,0.6553287562042576,0.825510365711933
31,0.0026589997578412294,0.029364168643951416,0.9179961959715963,0.9844666735219516,0.6280575618990922,0.7747423476188433
32,0.0016711974749341607,0.030505886301398277,0.9214418852648159,0.9845148969017762,0.6017353254365683,0.7864538847921482
33,0.0020310969557613134,0.03542182222008705,0.9236757313834056,0.9843977852804197,0.6344277714978352,0.7462808976122912
34,0.0020259281154721975,0.020367402583360672,0.9312445847038,0.9846162241289101,0.6314762680728757,0.7679447037097175
35,0.0014384555397555232,0.004896949511021376,0.9307857279233036,0.9843698454024179,0.6314815570042938,0.7655597765735753
36,0.0012775799259543419,0.0086550647392869,0.9296532528645289,0.9846418113351708,0.6346113055331112,0.7673585398540264
37,0.0011820598738268018,0.041393354535102844,0.9314040807075867,0.9846868531304538,0.6305528975058491,0.7651413670777745
38,0.0033847386948764324,0.0027895336970686913,0.9321863560737464,0.9846980394498627,0.6406323295669292,0.7692921348987103
39,0.002074355259537697,0.031648438423871994,0.931024287228091,0.9847047507191223,0.627191999642855,0.7512161949109113
40,0.001977493055164814,0.016310201957821846,0.9305558001892696,0.9846850297185628,0.6171548985426605,0.7395973334482668
41,0.0013567464193329215,0.03396278992295265,0.9319987340751256,0.9847073901729183,0.6226481973260733,0.7545173511195641
42,0.0013386181090027094,0.02500973641872406,0.9320799360730239,0.984709915336383,0.6231624182620814,0.7546640164879032
43,0.0019658319652080536,0.005053489003330469,0.9345919996814042,0.9847310877213616,0.6382077772350041,0.775483573638015
44,0.0017088723834604025,0.005222090985625982,0.9351042137747961,0.984591022131347,0.6233790427774464,0.7437105196550561
45,0.0019346231129020452,0.008700530044734478,0.9359780365153721,0.9847346935069111,0.6386856351891188,0.7648266401687834
46,0.0014147834153845906,0.007081393618136644,0.9342614213252928,0.9847327122230666,0.6177087017488544,0.7539569977778475
47,0.001149189192801714,0.0024805343709886074,0.9340058606297059,0.9847350549229895,0.6217300121550628,0.7393610134959391
48,0.0017764081712812185,0.013681796379387379,0.9343050653972155,0.9847369387582982,0.62593583338722,0.7572734994268531
49,0.001757225370965898,0.01175092626363039,0.9366775822262322,0.9847411047338309,0.6217891855289264,0.7554916183261488
50,0.0014441435923799872,0.028332266956567764,0.936266029230331,0.984742189623465,0.6371802014598815,0.7688494129207039
51,0.0015586393419653177,0.004515161272138357,0.9359797683759117,0.9847404079079335,0.6318709043881707,0.7568551713713746
52,0.0017842950765043497,0.019218705594539642,0.9365715488227888,0.9847412115821967,0.6201603916159131,0.748471976060074
53,0.0017240270972251892,0.01739594154059887,0.9367111950036459,0.9847407933869494,0.6289429439172317,0.7560857288165297
54,0.001501834369264543,0.019867805764079094,0.9365288201342932,0.9847445306676864,0.6484169820469743,0.7446361842543987
55,0.0013875685399398208,0.00931995827704668,0.937530104191426,0.9847476252494852,0.6446540530512709,0.7684715564086495
56,0.0016145696863532066,0.0020024883560836315,0.9373075117113187,0.9847478433094925,0.634054720996578,0.7779664288410956
57,0.0012822776334360242,0.0037509948015213013,0.9367074611960089,0.9847485930629493,0.629968097910278,0.7549930046594895
58,0.0008079863619059324,0.006888397969305515,0.936348761957169,0.9847483228948029,0.6267915940867659,0.7622894386805503
59,0.0016858961898833513,0.002443044213578105,0.9375721060699869,0.984750317214333,0.6434545218209923,0.7685162261973133
60,0.0017925961874425411,0.026633357629179955,0.936778895594744,0.9847514453041039,0.6150805751142912,0.7405036756987659
61,0.001345232711173594,0.03678751364350319,0.9377289386130162,0.9847518659535757,0.6312863347518523,0.7521122604851365
62,0.0019421455217525363,0.0222487710416317,0.9362907424941102,0.9847486605442344,0.6277423057676319,0.7554513583518288
63,0.0021336269564926624,0.02783193439245224,0.9372616518620159,0.9847431166273176,0.6329634732016722,0.744104856679892
64,0.0013618754455819726,0.028241094201803207,0.9364973159113731,0.984746482919609,0.6402756353298698,0.7534060282801811
65,0.0016901134513318539,0.002421438694000244,0.9365302952238491,0.9847107011205254,0.6530421436469925,0.762836399189002
66,0.0010884151561185718,0.019011497497558594,0.9326352075941234,0.9847339162974192,0.6118328915351752,0.8023289382956076
67,0.07875242084264755,0.04346025362610817,0.770475289788157,0.9652616820036694,0.40499198677342707,0.8337856419184253
68,0.017698897048830986,0.005802991334348917,0.6314615049944114,0.9538670863582156,0.5432314664350204,0.8505402949050118
69,0.020355165004730225,0.014453914016485214,0.7253735607375136,0.9662785363693638,0.4686552573560321,0.8554775397589641
70,0.040701210498809814,0.014597373083233833,0.7696103520117946,0.9754645384618236,0.5783112431540982,0.8291942696584849
71,0.0031739671248942614,0.014804386533796787,0.7816606352404163,0.9776290478431681,0.525804749032782,0.8354994592855112
72,0.012352664954960346,0.025240076705813408,0.7923929160805515,0.978675419137468,0.5117903107203311,0.8170389925359035
73,0.002363011706620455,0.02268964797258377,0.8090382786303199,0.9796245094984415,0.6009792432306174,0.8282700189396454
74,0.005163167137652636,0.00807454064488411,0.8528036561626005,0.9812773318702216,0.6012130812790482,0.8196971930568736
75,0.001965379575267434,0.013304597698152065,0.8517075311195222,0.9819249235885854,0.6125983559005082,0.7860779642099157
76,0.003958356566727161,0.01979515515267849,0.8953770109288289,0.9826207250955484,0.618741893598055,0.775696700697005
77,0.0027948985807597637,0.01704668439924717,0.898942145935319,0.9834492743953411,0.5987884856400386,0.797749268791633
78,0.010690043680369854,0.017475314438343048,0.9119871420611495,0.9837368340073142,0.5575655117631337,0.792363923992554
79,0.0032973261550068855,0.03400765731930733,0.9060063175566001,0.9840728627119901,0.6287676357334784,0.7748512956974624
80,0.0021043247543275356,0.010854333639144897,0.9169542714980693,0.9842041670577177,0.5786595719526325,0.7693019763961841
