epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
81,0.0014510558685287833,0.02786760963499546,0.9246203257509217,0.9843223096382682,0.5863070168123067,0.7994470853316341
82,0.0022665667347609997,0.0017457675421610475,0.9263589528107149,0.9844792161425336,0.6044442015640052,0.7900984511235882
83,0.0018772506155073643,0.014520006254315376,0.92918394846136,0.984443518642317,0.5764726758010388,0.777989327352673
84,0.0015677709598094225,0.044228408485651016,0.9287496940322006,0.9845078704544413,0.62451467984645,0.8016836398178654
85,0.0018592985579743981,0.018978601321578026,0.9272861918960018,0.9845135614648743,0.5970294126503928,0.7817830569262814
86,0.0012345968279987574,0.041799839586019516,0.9286721951771885,0.9846091393549654,0.5328693764356719,0.792887667068573
87,0.0011144042946398258,0.004956888500601053,0.9312703042311616,0.9845999769469057,0.5986946517898974,0.7883721849435714
88,0.001146529451943934,0.010464810766279697,0.9336494551070696,0.9846642174208637,0.5953220411276192,0.7760453493751586
89,0.001774114673025906,0.04240252450108528,0.9341950936171199,0.9846094112243237,0.587377032734997,0.7681927414236287
90,0.0016522660152986646,0.002008832758292556,0.9326021288057665,0.9837062224592926,0.5890667945020893,0.7996174279301644
91,0.002184116980060935,0.010514797642827034,0.9344846638858416,0.9843568880396959,0.6081910010547231,0.8089978328082434
92,0.0012473517563194036,0.006391533650457859,0.9326651740095953,0.9846819357797078,0.5951958189546362,0.7730905556023768
93,0.001772986608557403,0.018118703737854958,0.9362191066553411,0.9846808314535396,0.6021928115047276,0.7600943208613321
94,0.0014176353579387069,0.020527323707938194,0.9338106419261021,0.9847089653100739,0.6104539382281109,0.757822451867651
95,0.0017374494345858693,0.006599042098969221,0.935108281078071,0.9847314499400714,0.6348877504976094,0.769633487779232
96,0.001509557361714542,0.013684029690921307,0.9357976451559968,0.9847381287265927,0.6371631111787464,0.7833533525418077
97,0.0028414661064743996,0.0049421535804867744,0.9352072760375548,0.9847344670725211,0.6272776717135324,0.7692369066951397
98,0.0016460951883345842,0.019088177010416985,0.9368551790002171,0.9847475643192558,0.6112234575192047,0.7914862671682621
99,0.001863723387941718,0.00572377210482955,0.9373992014047842,0.9847501788376479,0.6224648379964712,0.7901137007849977
100,0.0015562021872028708,0.01067984290421009,0.9366005642577966,0.9847483007681095,0.6240107234317507,0.7760508152896844
101,0.0010007967939600348,0.022409304976463318,0.9360380859352071,0.9847500192048703,0.615910888012744,0.774790113175979
102,0.0015005568275228143,0.036057017743587494,0.9358106071600087,0.9847493085935486,0.6302207233007175,0.7808843896889986
103,0.0018374910578131676,0.03837813436985016,0.9366789788936571,0.9847497754293799,0.6280564117172145,0.7873192052850317
104,0.0008762607467360795,0.030278509482741356,0.937288175324085,0.9847534366334407,0.6194679675827759,0.775346631741662
105,0.0013913906877860427,0.01463188137859106,0.9363390674349223,0.98475300015826,0.6217168384961009,0.7695855649578152
106,0.0013953153975307941,0.017641941085457802,0.9393565275655367,0.9847552511036889,0.6289410912003843,0.7750886267777815
107,0.0009889071807265282,0.00922081246972084,0.9371028995621165,0.9847549013791647,0.630910100241661,0.7841749013793293
108,0.0018510526278987527,0.0021484973840415478,0.9384037263101034,0.9847551316184706,0.6297269464368493,0.781677629022522
109,0.0018313167383894324,0.03707874193787575,0.9389624775943848,0.9847561781490899,0.6399336649026366,0.7805121971756397
110,0.0013217878295108676,0.006952423136681318,0.93792678778259,0.984755494712028,0.6445160572839309,0.7923851511812388
111,0.001329143880866468,0.030185438692569733,0.9377721870042308,0.9847563839864698,0.6236119629514447,0.7714554996372327
112,0.0013499516062438488,0.0038656149990856647,0.9369521030203649,0.9847535102112968,0.6342348946233387,0.7962396499413611
113,0.001791960559785366,0.024686889722943306,0.9370508764420571,0.9847552807785761,0.630107159061717,0.7756378157498713
114,0.0014331253478303552,0.003929514903575182,0.9385310922054279,0.9847575213230897,0.6309866467783272,0.7805765947715597
115,0.0016788378125056624,0.04154949635267258,0.9379678140222891,0.9847555590137808,0.6445301045762947,0.7940876120959777
116,0.0015963822370395064,0.0286787711083889,0.9382378284491046,0.9847586399678968,0.6203895561176875,0.7640894616391734
117,0.001642413903027773,0.023256169632077217,0.9386276247647668,0.9847583705969924,0.6280083352666196,0.7733766857903033
118,0.0013442845083773136,0.01739584095776081,0.938085806436871,0.9847589463327863,0.6311916117009193,0.7773228857580967
119,0.001784134074114263,0.032156091183423996,0.9379516982492861,0.9847590631820732,0.6269391084931017,0.7802963593016667
120,0.001437884522601962,0.00815494079142809,0.938912756872736,0.9847568153449907,0.6255840144485512,0.7874068347807646
121,0.0013386347563937306,0.0066415537148714066,0.9373581620619872,0.9847582124731721,0.6322261360200864,0.7806052077727483
122,0.0012456862023100257,0.025781087577342987,0.9391059559570927,0.9847582209922364,0.6140092572610027,0.7648276230111647
123,0.0013649852480739355,0.008486027829349041,0.9375412621011182,0.9847564423854162,0.6433045372052472,0.7773264034159839
124,0.0011980906128883362,0.029218653216958046,0.9380727594422367,0.9847576519114539,0.6167098117242973,0.7638652886361506
125,0.001283991732634604,0.03278695419430733,0.9373070489420239,0.9847577120764932,0.6036311540482,0.7552215926894135
126,0.0014414566103368998,0.006184913218021393,0.9384810663980868,0.9847551973708728,0.6312491194319524,0.7903318271659303
127,0.0013610945316031575,0.010855169035494328,0.9391024441913541,0.9847578820483915,0.623849358561378,0.7608894224598929
128,0.001671085599809885,0.029170097783207893,0.9379831107796592,0.9847572724380087,0.6392004379108898,0.7687145721385482
129,0.001288444036617875,0.010111349634826183,0.9382881752151028,0.9847581220051544,0.6338481530622884,0.793492693648602
130,0.0013692410429939628,0.02403535321354866,0.9387554131626434,0.9847584115285888,0.6181877449652029,0.7787000335439465
131,0.0014920325484126806,0.019096272066235542,0.9386929262475866,0.9847585496715052,0.6409823961946892,0.7934887870792038
132,0.0012264518300071359,0.008429399691522121,0.9375373031646312,0.9847570207439243,0.629128477818779,0.7852820527711912
133,0.0016036691376939416,0.017959294840693474,0.9370089554417552,0.9847563808262666,0.6419184383462655,0.7629137208152771
134,0.0016396817518398166,0.01673121564090252,0.9375247471652864,0.9847529916308954,0.6302000941984137,0.7577495205703717
135,0.004094079602509737,0.004548293072730303,0.931199640309297,0.9844630805869334,0.5957253844295982,0.7858955159875628
136,0.019410835579037666,0.026343591511249542,0.7084671727689276,0.9642765111240233,0.5122409751385819,0.8382368149251728
137,0.007566829677671194,0.013574878685176373,0.7106554989473811,0.9649259625534095,0.42765568703200557,0.8545671077353048
138,0.007947825826704502,0.02870706096291542,0.75206669804084,0.9765501618874586,0.5523633582194203,0.8168539091156629
139,0.006648045498877764,0.016701821237802505,0.8023928010859689,0.9791464428978991,0.6112286367954118,0.8185256331157669
140,0.005037463735789061,0.016077697277069092,0.8415810429243404,0.979476829120429,0.5385944302723518,0.8239884758136651
141,0.0036743234377354383,0.029700087383389473,0.8671208296251709,0.9813312799002053,0.585893454271969,0.8120848079282557
142,0.0039445217698812485,0.018732380121946335,0.8810808848436975,0.9825693014049783,0.6172270284885367,0.8268147471399417
143,0.0018797415541484952,0.0031380574218928814,0.9004259323660211,0.982847757533068,0.6259945982841744,0.807140641654484
144,0.010821018368005753,0.018037164583802223,0.9188357053208026,0.9836742694285989,0.6185449308557096,0.785938350702903
145,0.0023597159888595343,0.0033949201460927725,0.9217640143760499,0.9841618289201194,0.6300259345078323,0.8106279533954602
146,0.0017388879787176847,0.033167850226163864,0.9171310471414531,0.9842382642372883,0.6193814906140249,0.7785744088339376
147,0.002030864590778947,0.007437519263476133,0.924542296765878,0.9838106916799173,0.6258927796141621,0.7951158455703856
148,0.0018223713850602508,0.021759316325187683,0.9274810407314842,0.9834482023427674,0.6222343294654337,0.775002676085407
149,0.0014504923019558191,0.036334328353405,0.9311128091595426,0.9845912168138572,0.6315675319037726,0.7844407511876647
150,0.001688966411165893,0.006575773935765028,0.9308429702754845,0.9841927120423896,0.6359294787657608,0.8091114303376248
